,medal_type,medal_code,medal_date,athlete_name,athlete_sex,athlete_link,country_code,discipline_code,event,country,discipline
135,Silver Medal,2,2021-07-26 00:00:00.0,KAYA Kazuma,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318235-kaya-kazuma.htm,JPN,GAR,Men's Team,Japan,Artistic Gymnastics
136,Silver Medal,2,2021-07-26 00:00:00.0,TANIGAWA Wataru,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318236-tanigawa-wataru.htm,JPN,GAR,Men's Team,Japan,Artistic Gymnastics
137,Silver Medal,2,2021-07-26 00:00:00.0,KITAZONO Takeru,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318259-kitazono-takeru.htm,JPN,GAR,Men's Team,Japan,Artistic Gymnastics
138,Silver Medal,2,2021-07-26 00:00:00.0,HASHIMOTO Daiki,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318265-hashimoto-daiki.htm,JPN,GAR,Men's Team,Japan,Artistic Gymnastics
139,Bronze Medal,3,2021-07-26 00:00:00.0,LIN Chaopan,M,../../../en/results/artistic-gymnastics/athlete-profile-n1323022-lin-chaopan.htm,CHN,GAR,Men's Team,People's Republic of China,Artistic Gymnastics
140,Bronze Medal,3,2021-07-26 00:00:00.0,SUN Wei,M,../../../en/results/artistic-gymnastics/athlete-profile-n1323036-sun-wei.htm,CHN,GAR,Men's Team,People's Republic of China,Artistic Gymnastics
141,Bronze Medal,3,2021-07-26 00:00:00.0,XIAO Ruoteng,M,../../../en/results/artistic-gymnastics/athlete-profile-n1318476-xiao-ruoteng.htm,CHN,GAR,Men's Team,People's Republic of China,Artistic Gymnastics
142,Bronze Medal,3,2021-07-26 00:00:00.0,ZOU Jingyuan,M,../../../en/results/artistic-gymnastics/athlete-profile-n1323057-zou-jingyuan.htm,CHN,GAR,Men's Team,People's Republic of China,Artistic Gymnastics
143,Gold Medal,1,2021-07-26 00:00:00.0,SAVSEK Benjamin,M,../../../en/results/canoe-slalom/athlete-profile-n1429559-savsek-benjamin.htm,SLO,CSL,Men's Canoe,Slovenia,Canoe Slalom
144,Silver Medal,2,2021-07-26 00:00:00.0,ROHAN Lukas,M,../../../en/results/canoe-slalom/athlete-profile-n1402108-rohan-lukas.htm,CZE,CSL,Men's Canoe,Czech Republic,Canoe Slalom
145,Bronze Medal,3,2021-07-26 00:00:00.0,TASIADIS Sideris,M,../../../en/results/canoe-slalom/athlete-profile-n1333389-tasiadis-sideris.htm,GER,CSL,Men's Canoe,Germany,Canoe Slalom
146,Gold Medal,1,2021-07-26 00:00:00.0,PIDCOCK Thomas,M,../../../en/results/cycling-mountain-bike/athlete-profile-n1474966-pidcock-thomas.htm,GBR,MTB,Men's Cross-country,Great Britain,Cycling Mountain Bike
147,Silver Medal,2,2021-07-26 00:00:00.0,FLUECKIGER Mathias,M,../../../en/results/cycling-mountain-bike/athlete-profile-n1465731-flueckiger-mathias.htm,SUI,MTB,Men's Cross-country,Switzerland,Cycling Mountain Bike
148,Bronze Medal,3,2021-07-26 00:00:00.0,VALERO SERRANO David,M,../../../en/results/cycling-mountain-bike/athlete-profile-n1341906-valero-serrano-david.htm,ESP,MTB,Men's Cross-country,Spain,Cycling Mountain Bike
149,Gold Medal,1,2021-07-26 00:00:00.0,DALEY Thomas,M,../../../en/results/diving/athlete-profile-n1444126-daley-thomas.htm,GBR,DIV,Men's Synchronised 10m Platform,Great Britain,Diving
150,Gold Medal,1,2021-07-26 00:00:00.0,LEE Matty,M,../../../en/results/diving/athlete-profile-n1444130-lee-matty.htm,GBR,DIV,Men's Synchronised 10m Platform,Great Britain,Diving
151,Silver Medal,2,2021-07-26 00:00:00.0,CAO Yuan,M,../../../en/results/diving/athlete-profile-n1329531-cao-yuan.htm,CHN,DIV,Men's Synchronised 10m Platform,People's Republic of China,Diving
152,Silver Medal,2,2021-07-26 00:00:00.0,CHEN Aisen,M,../../../en/results/diving/athlete-profile-n1329918-chen-aisen.htm,CHN,DIV,Men's Synchronised 10m Platform,People's Republic of China,Diving
153,Bronze Medal,3,2021-07-26 00:00:00.0,BONDAR Aleksandr,M,../../../en/results/diving/athlete-profile-n1406332-bondar-aleksandr.htm,ROC,DIV,Men's Synchronised 10m Platform,ROC,Diving
154,Bronze Medal,3,2021-07-26 00:00:00.0,MINIBAEV Viktor,M,../../../en/results/diving/athlete-profile-n1406344-minibaev-viktor.htm,ROC,DIV,Men's Synchronised 10m Platform,ROC,Diving
155,Gold Medal,1,2021-07-26 00:00:00.0,CHEUNG Ka Long,M,../../../en/results/fencing/athlete-profile-n1431181-cheung-ka-long.htm,HKG,FEN,Men's Foil Individual,"Hong Kong, China",Fencing
156,Silver Medal,2,2021-07-26 00:00:00.0,GAROZZO Daniele,M,../../../en/results/fencing/athlete-profile-n1398516-garozzo-daniele.htm,ITA,FEN,Men's Foil Individual,Italy,Fencing
157,Bronze Medal,3,2021-07-26 00:00:00.0,CHOUPENITCH Alexander,M,../../../en/results/fencing/athlete-profile-n1408686-choupenitch-alexander.htm,CZE,FEN,Men's Foil Individual,Czech Republic,Fencing
158,Gold Medal,1,2021-07-26 00:00:00.0,POZDNIAKOVA Sofia,W,../../../en/results/fencing/athlete-profile-n1428153-pozdniakova-sofia.htm,ROC,FEN,Women's Sabre Individual,ROC,Fencing
159,Silver Medal,2,2021-07-26 00:00:00.0,VELIKAYA Sofya,W,../../../en/results/fencing/athlete-profile-n1428151-velikaya-sofya.htm,ROC,FEN,Women's Sabre Individual,ROC,Fencing
160,Bronze Medal,3,2021-07-26 00:00:00.0,BRUNET Manon,W,../../../en/results/fencing/athlete-profile-n1351055-brunet-manon.htm,FRA,FEN,Women's Sabre Individual,France,Fencing
161,Gold Medal,1,2021-07-26 00:00:00.0,ONO Shohei,M,../../../en/results/judo/athlete-profile-n1315344-ono-shohei.htm,JPN,JUD,Men -73 kg,Japan,Judo
162,Silver Medal,2,2021-07-26 00:00:00.0,SHAVDATUASHVILI Lasha,M,../../../en/results/judo/athlete-profile-n1286459-shavdatuashvili-lasha.htm,GEO,JUD,Men -73 kg,Georgia,Judo
163,Bronze Medal,3,2021-07-26 00:00:00.0,AN Changrim,M,../../../en/results/judo/athlete-profile-n1323212-an-changrim.htm,KOR,JUD,Men -73 kg,Republic of Korea,Judo
164,Bronze Medal,3,2021-07-26 00:00:00.0,TSEND-OCHIR Tsogtbaatar,M,../../../en/results/judo/athlete-profile-n1323961-tsend-ochir-tsogtbaatar.htm,MGL,JUD,Men -73 kg,Mongolia,Judo
165,Gold Medal,1,2021-07-26 00:00:00.0,GJAKOVA Nora,W,../../../en/results/judo/athlete-profile-n1327870-gjakova-nora.htm,KOS,JUD,Women -57 kg,Kosovo,Judo
166,Silver Medal,2,2021-07-26 00:00:00.0,CYSIQUE Sarah Leonie,W,../../../en/results/judo/athlete-profile-n1403695-cysique-sarah-leonie.htm,FRA,JUD,Women -57 kg,France,Judo
167,Bronze Medal,3,2021-07-26 00:00:00.0,KLIMKAIT Jessica,W,../../../en/results/judo/athlete-profile-n1433444-klimkait-jessica.htm,CAN,JUD,Women -57 kg,Canada,Judo
168,Bronze Medal,3,2021-07-26 00:00:00.0,YOSHIDA Tsukasa,W,../../../en/results/judo/athlete-profile-n1315322-yoshida-tsukasa.htm,JPN,JUD,Women -57 kg,Japan,Judo
169,Gold Medal,1,2021-07-26 00:00:00.0,HANCOCK Vincent,M,../../../en/results/shooting/athlete-profile-n1335413-hancock-vincent.htm,USA,SHO,Skeet Men,United States of America,Shooting
170,Silver Medal,2,2021-07-26 00:00:00.0,HANSEN Jesper,M,../../../en/results/shooting/athlete-profile-n1366749-hansen-jesper.htm,DEN,SHO,Skeet Men,Denmark,Shooting
171,Bronze Medal,3,2021-07-26 00:00:00.0,ALRASHIDI Abdullah,M,../../../en/results/shooting/athlete-profile-n1895506-alrashidi-abdullah.htm,KUW,SHO,Skeet Men,Kuwait,Shooting
172,Gold Medal,1,2021-07-26 00:00:00.0,ENGLISH Amber,W,../../../en/results/shooting/athlete-profile-n1335325-english-amber.htm,USA,SHO,Skeet Women,United States of America,Shooting
173,Silver Medal,2,2021-07-26 00:00:00.0,BACOSI Diana,W,../../../en/results/shooting/athlete-profile-n1351194-bacosi-diana.htm,ITA,SHO,Skeet Women,Italy,Shooting
174,Bronze Medal,3,2021-07-26 00:00:00.0,WEI Meng,W,../../../en/results/shooting/athlete-profile-n1302164-wei-meng.htm,CHN,SHO,Skeet Women,People's Republic of China,Shooting
175,Gold Medal,1,2021-07-26 00:00:00.0,NISHIYA Momiji,W,../../../en/results/skateboarding/athlete-profile-n1315689-nishiya-momiji.htm,JPN,SKB,Women's Street,Japan,Skateboarding
176,Silver Medal,2,2021-07-26 00:00:00.0,LEAL Rayssa,W,../../../en/results/skateboarding/athlete-profile-n1351770-leal-rayssa.htm,BRA,SKB,Women's Street,Brazil,Skateboarding
177,Bronze Medal,3,2021-07-26 00:00:00.0,NAKAYAMA Funa,W,../../../en/results/skateboarding/athlete-profile-n1315686-nakayama-funa.htm,JPN,SKB,Women's Street,Japan,Skateboarding
178,Gold Medal,1,2021-07-26 00:00:00.0,PEATY Adam,M,../../../en/results/swimming/athlete-profile-n1444186-peaty-adam.htm,GBR,SWM,Men's 100m Breaststroke,Great Britain,Swimming
179,Silver Medal,2,2021-07-26 00:00:00.0,KAMMINGA Arno,M,../../../en/results/swimming/athlete-profile-n1467428-kamminga-arno.htm,NED,SWM,Men's 100m Breaststroke,Netherlands,Swimming
180,Bronze Medal,3,2021-07-26 00:00:00.0,MARTINENGHI Nicolo,M,../../../en/results/swimming/athlete-profile-n1350375-martinenghi-nicolo.htm,ITA,SWM,Men's 100m Breaststroke,Italy,Swimming
181,Gold Medal,1,2021-07-26 00:00:00.0,CURRY Brooks,M,../../../en/results/swimming/athlete-profile-n1869707-curry-brooks.htm,USA,SWM,Men's 4 x 100m Freestyle Relay,United States of America,Swimming
182,Gold Medal,1,2021-07-26 00:00:00.0,DRESSEL Caeleb,M,../../../en/results/swimming/athlete-profile-n1302244-dressel-caeleb.htm,USA,SWM,Men's 4 x 100m Freestyle Relay,United States of America,Swimming
183,Gold Medal,1,2021-07-26 00:00:00.0,BECKER Bowen,M,../../../en/results/swimming/athlete-profile-n1302235-becker-bowen.htm,USA,SWM,Men's 4 x 100m Freestyle Relay,United States of America,Swimming
184,Gold Medal,1,2021-07-26 00:00:00.0,PIERONI Blake,M,../../../en/results/swimming/athlete-profile-n1302339-pieroni-blake.htm,USA,SWM,Men's 4 x 100m Freestyle Relay,United States of America,Swimming
185,Gold Medal,1,2021-07-26 00:00:00.0,APPLE Zach,M,../../../en/results/swimming/athlete-profile-n1302461-apple-zach.htm,USA,SWM,Men's 4 x 100m Freestyle Relay,United States of America,Swimming
186,Silver Medal,2,2021-07-26 00:00:00.0,CECCON Thomas,M,../../../en/results/swimming/athlete-profile-n1343280-ceccon-thomas.htm,ITA,SWM,Men's 4 x 100m Freestyle Relay,Italy,Swimming
187,Silver Medal,2,2021-07-26 00:00:00.0,FRIGO Manuel,M,../../../en/results/swimming/athlete-profile-n1350382-frigo-manuel.htm,ITA,SWM,Men's 4 x 100m Freestyle Relay,Italy,Swimming
188,Silver Medal,2,2021-07-26 00:00:00.0,ZAZZERI Lorenzo,M,../../../en/results/swimming/athlete-profile-n1350385-zazzeri-lorenzo.htm,ITA,SWM,Men's 4 x 100m Freestyle Relay,Italy,Swimming
189,Silver Medal,2,2021-07-26 00:00:00.0,CONDORELLI Santo,M,../../../en/results/swimming/athlete-profile-n1343283-condorelli-santo.htm,ITA,SWM,Men's 4 x 100m Freestyle Relay,Italy,Swimming
190,Silver Medal,2,2021-07-26 00:00:00.0,MIRESSI Alessandro,M,../../../en/results/swimming/athlete-profile-n1343287-miressi-alessandro.htm,ITA,SWM,Men's 4 x 100m Freestyle Relay,Italy,Swimming
191,Bronze Medal,3,2021-07-26 00:00:00.0,CHALMERS Kyle,M,../../../en/results/swimming/athlete-profile-n1482862-chalmers-kyle.htm,AUS,SWM,Men's 4 x 100m Freestyle Relay,Australia,Swimming
192,Bronze Medal,3,2021-07-26 00:00:00.0,GRAHAM Alexander,M,../../../en/results/swimming/athlete-profile-n1482864-graham-alexander.htm,AUS,SWM,Men's 4 x 100m Freestyle Relay,Australia,Swimming
193,Bronze Medal,3,2021-07-26 00:00:00.0,INCERTI Zac,M,../../../en/results/swimming/athlete-profile-n1482856-incerti-zac.htm,AUS,SWM,Men's 4 x 100m Freestyle Relay,Australia,Swimming
194,Bronze Medal,3,2021-07-26 00:00:00.0,McEVOY Cameron,M,../../../en/results/swimming/athlete-profile-n1482868-mcevoy-cameron.htm,AUS,SWM,Men's 4 x 100m Freestyle Relay,Australia,Swimming
195,Bronze Medal,3,2021-07-26 00:00:00.0,TEMPLE Matthew,M,../../../en/results/swimming/athlete-profile-n1482903-temple-matthew.htm,AUS,SWM,Men's 4 x 100m Freestyle Relay,Australia,Swimming
196,Gold Medal,1,2021-07-26 00:00:00.0,MACNEIL Margaret,W,../../../en/results/swimming/athlete-profile-n1459652-macneil-margaret.htm,CAN,SWM,Women's 100m Butterfly,Canada,Swimming
197,Silver Medal,2,2021-07-26 00:00:00.0,ZHANG Yufei,W,../../../en/results/swimming/athlete-profile-n1311332-zhang-yufei.htm,CHN,SWM,Women's 100m Butterfly,People's Republic of China,Swimming
198,Bronze Medal,3,2021-07-26 00:00:00.0,McKEON Emma,W,../../../en/results/swimming/athlete-profile-n1482869-mckeon-emma.htm,AUS,SWM,Women's 100m Butterfly,Australia,Swimming
199,Gold Medal,1,2021-07-26 00:00:00.0,TITMUS Ariarne,W,../../../en/results/swimming/athlete-profile-n1482877-titmus-ariarne.htm,AUS,SWM,Women's 400m Freestyle,Australia,Swimming
200,Silver Medal,2,2021-07-26 00:00:00.0,LEDECKY Kathleen,W,../../../en/results/swimming/athlete-profile-n1302300-ledecky-kathleen.htm,USA,SWM,Women's 400m Freestyle,United States of America,Swimming
201,Bronze Medal,3,2021-07-26 00:00:00.0,LI Bingjie,W,../../../en/results/swimming/athlete-profile-n1311341-li-bingjie.htm,CHN,SWM,Women's 400m Freestyle,People's Republic of China,Swimming
202,Gold Medal,1,2021-07-26 00:00:00.0,MIZUTANI Jun,X,../../../en/results/table-tennis/athlete-profile-n1316123-mizutani-jun.htm,JPN,TTE,Mixed Doubles,Japan,Table Tennis
203,Gold Medal,1,2021-07-26 00:00:00.0,ITO Mima,X,../../../en/results/table-tennis/athlete-profile-n1316127-ito-mima.htm,JPN,TTE,Mixed Doubles,Japan,Table Tennis
204,Silver Medal,2,2021-07-26 00:00:00.0,XU Xin,X,../../../en/results/table-tennis/athlete-profile-n1321068-xu-xin.htm,CHN,TTE,Mixed Doubles,People's Republic of China,Table Tennis
205,Silver Medal,2,2021-07-26 00:00:00.0,LIU Shiwen,X,../../../en/results/table-tennis/athlete-profile-n1322024-liu-shiwen.htm,CHN,TTE,Mixed Doubles,People's Republic of China,Table Tennis
206,Bronze Medal,3,2021-07-26 00:00:00.0,LIN Yun Ju,X,../../../en/results/table-tennis/athlete-profile-n1338649-lin-yun-ju.htm,TPE,TTE,Mixed Doubles,Chinese Taipei,Table Tennis
207,Bronze Medal,3,2021-07-26 00:00:00.0,CHENG I Ching,X,../../../en/results/table-tennis/athlete-profile-n1338655-cheng-i-ching.htm,TPE,TTE,Mixed Doubles,Chinese Taipei,Table Tennis
208,Gold Medal,1,2021-07-26 00:00:00.0,KHRAMTCOV Maksim,M,../../../en/results/taekwondo/athlete-profile-n1428979-khramtcov-maksim.htm,ROC,TKW,Men -80kg,ROC,Taekwondo
209,Silver Medal,2,2021-07-26 00:00:00.0,ELSHARABATY Saleh,M,../../../en/results/taekwondo/athlete-profile-n1344971-elsharabaty-saleh.htm,JOR,TKW,Men -80kg,Jordan,Taekwondo
210,Bronze Medal,3,2021-07-26 00:00:00.0,KANAET Toni,M,../../../en/results/taekwondo/athlete-profile-n1383817-kanaet-toni.htm,CRO,TKW,Men -80kg,Croatia,Taekwondo
211,Bronze Medal,3,2021-07-26 00:00:00.0,EISSA Seif,M,../../../en/results/taekwondo/athlete-profile-n1312994-eissa-seif.htm,EGY,TKW,Men -80kg,Egypt,Taekwondo
212,Gold Medal,1,2021-07-26 00:00:00.0,JELIC Matea,W,../../../en/results/taekwondo/athlete-profile-n1383819-jelic-matea.htm,CRO,TKW,Women -67kg,Croatia,Taekwondo
213,Silver Medal,2,2021-07-26 00:00:00.0,WILLIAMS Lauren,W,../../../en/results/taekwondo/athlete-profile-n1440126-williams-lauren.htm,GBR,TKW,Women -67kg,Great Britain,Taekwondo
214,Bronze Medal,3,2021-07-26 00:00:00.0,GBAGBI Ruth,W,../../../en/results/taekwondo/athlete-profile-n1323717-gbagbi-ruth.htm,CIV,TKW,Women -67kg,Côte d'Ivoire,Taekwondo
215,Bronze Medal,3,2021-07-26 00:00:00.0,MALAK Hedaya,W,../../../en/results/taekwondo/athlete-profile-n1313024-malak-hedaya.htm,EGY,TKW,Women -67kg,Egypt,Taekwondo
216,Gold Medal,1,2021-07-26 00:00:00.0,BLUMMENFELT Kristian,M,../../../en/results/triathlon/athlete-profile-n1343606-blummenfelt-kristian.htm,NOR,TRI,Men's Individual,Norway,Triathlon
217,Silver Medal,2,2021-07-26 00:00:00.0,YEE Alex,M,../../../en/results/triathlon/athlete-profile-n1444256-yee-alex.htm,GBR,TRI,Men's Individual,Great Britain,Triathlon
218,Bronze Medal,3,2021-07-26 00:00:00.0,WILDE Hayden,M,../../../en/results/triathlon/athlete-profile-n1475129-wilde-hayden.htm,NZL,TRI,Men's Individual,New Zealand,Triathlon
219,Gold Medal,1,2021-07-26 00:00:00.0,DIAZ Hidilyn,W,../../../en/results/weightlifting/athlete-profile-n1465120-diaz-hidilyn.htm,PHI,WLF,Women's 55kg,Philippines,Weightlifting
220,Silver Medal,2,2021-07-26 00:00:00.0,LIAO Qiuyun,W,../../../en/results/weightlifting/athlete-profile-n1310365-liao-qiuyun.htm,CHN,WLF,Women's 55kg,People's Republic of China,Weightlifting
221,Bronze Medal,3,2021-07-26 00:00:00.0,CHINSHANLO Zulfiya,W,../../../en/results/weightlifting/athlete-profile-n1306356-chinshanlo-zulfiya.htm,KAZ,WLF,Women's 55kg,Kazakhstan,Weightlifting
222,Gold Medal,1,2021-07-27 00:00:00.0,AKHAIMOVA Liliia,W,../../../en/results/artistic-gymnastics/athlete-profile-n1406265-akhaimova-liliia.htm,ROC,GAR,Women's Team,ROC,Artistic Gymnastics
223,Gold Medal,1,2021-07-27 00:00:00.0,MELNIKOVA Angelina,W,../../../en/results/artistic-gymnastics/athlete-profile-n1406270-melnikova-angelina.htm,ROC,GAR,Women's Team,ROC,Artistic Gymnastics
224,Gold Medal,1,2021-07-27 00:00:00.0,URAZOVA Vladislava,W,../../../en/results/artistic-gymnastics/athlete-profile-n1406274-urazova-vladislava.htm,ROC,GAR,Women's Team,ROC,Artistic Gymnastics
225,Gold Medal,1,2021-07-27 00:00:00.0,LISTUNOVA Viktoriia,W,../../../en/results/artistic-gymnastics/athlete-profile-n1406269-listunova-viktoriia.htm,ROC,GAR,Women's Team,ROC,Artistic Gymnastics
226,Silver Medal,2,2021-07-27 00:00:00.0,Mc CALLUM Grace,W,../../../en/results/artistic-gymnastics/athlete-profile-n1348666-mc-callum-grace.htm,USA,GAR,Women's Team,United States of America,Artistic Gymnastics
227,Silver Medal,2,2021-07-27 00:00:00.0,LEE Sunisa,W,../../../en/results/artistic-gymnastics/athlete-profile-n1348724-lee-sunisa.htm,USA,GAR,Women's Team,United States of America,Artistic Gymnastics
228,Silver Medal,2,2021-07-27 00:00:00.0,CHILES Jordan,W,../../../en/results/artistic-gymnastics/athlete-profile-n1348674-chiles-jordan.htm,USA,GAR,Women's Team,United States of America,Artistic Gymnastics
229,Silver Medal,2,2021-07-27 00:00:00.0,BILES Simone,W,../../../en/results/artistic-gymnastics/athlete-profile-n1348720-biles-simone.htm,USA,GAR,Women's Team,United States of America,Artistic Gymnastics
230,Bronze Medal,3,2021-07-27 00:00:00.0,GADIROVA Jennifer,W,../../../en/results/artistic-gymnastics/athlete-profile-n1467530-gadirova-jennifer.htm,GBR,GAR,Women's Team,Great Britain,Artistic Gymnastics
231,Bronze Medal,3,2021-07-27 00:00:00.0,GADIROVA Jessica,W,../../../en/results/artistic-gymnastics/athlete-profile-n1467531-gadirova-jessica.htm,GBR,GAR,Women's Team,Great Britain,Artistic Gymnastics
232,Bronze Medal,3,2021-07-27 00:00:00.0,KINSELLA Alice,W,../../../en/results/artistic-gymnastics/athlete-profile-n1467536-kinsella-alice.htm,GBR,GAR,Women's Team,Great Britain,Artistic Gymnastics
233,Bronze Medal,3,2021-07-27 00:00:00.0,MORGAN Amelie,W,../../../en/results/artistic-gymnastics/athlete-profile-n1467537-morgan-amelie.htm,GBR,GAR,Women's Team,Great Britain,Artistic Gymnastics
234,Gold Medal,1,2021-07-27 00:00:00.0,UENO Yukiko,W,../../../en/results/baseball-softball/athlete-profile-n1313709-ueno-yukiko.htm,JPN,BSB,Softball,Japan,Baseball/Softball
235,Gold Medal,1,2021-07-27 00:00:00.0,GOTO Miu,W,../../../en/results/baseball-softball/athlete-profile-n1313712-goto-miu.htm,JPN,BSB,Softball,Japan,Baseball/Softball
236,Gold Medal,1,2021-07-27 00:00:00.0,FUJITA Yamato,W,../../../en/results/baseball-softball/athlete-profile-n1313714-fujita-yamato.htm,JPN,BSB,Softball,Japan,Baseball/Softball
237,Gold Medal,1,2021-07-27 00:00:00.0,AGATSUMA Haruka,W,../../../en/results/baseball-softball/athlete-profile-n1313716-agatsuma-haruka.htm,JPN,BSB,Softball,Japan,Baseball/Softball
238,Gold Medal,1,2021-07-27 00:00:00.0,KIYOHARA Nayu,W,../../../en/results/baseball-softball/athlete-profile-n1313717-kiyohara-nayu.htm,JPN,BSB,Softball,Japan,Baseball/Softball
239,Gold Medal,1,2021-07-27 00:00:00.0,ATSUMI Mana,W,../../../en/results/baseball-softball/athlete-profile-n1313718-atsumi-mana.htm,JPN,BSB,Softball,Japan,Baseball/Softball
240,Gold Medal,1,2021-07-27 00:00:00.0,ICHIGUCHI Yuka,W,../../../en/results/baseball-softball/athlete-profile-n1313719-ichiguchi-yuka.htm,JPN,BSB,Softball,Japan,Baseball/Softball
241,Gold Medal,1,2021-07-27 00:00:00.0,KAWABATA Hitomi,W,../../../en/results/baseball-softball/athlete-profile-n1313720-kawabata-hitomi.htm,JPN,BSB,Softball,Japan,Baseball/Softball
242,Gold Medal,1,2021-07-27 00:00:00.0,NAITO Minori,W,../../../en/results/baseball-softball/athlete-profile-n1313722-naito-minori.htm,JPN,BSB,Softball,Japan,Baseball/Softball
243,Gold Medal,1,2021-07-27 00:00:00.0,YAMAMOTO Yu,W,../../../en/results/baseball-softball/athlete-profile-n1313723-yamamoto-yu.htm,JPN,BSB,Softball,Japan,Baseball/Softball
244,Gold Medal,1,2021-07-27 00:00:00.0,HARADA Nodoka,W,../../../en/results/baseball-softball/athlete-profile-n1313725-harada-nodoka.htm,JPN,BSB,Softball,Japan,Baseball/Softball
245,Gold Medal,1,2021-07-27 00:00:00.0,MORI Sayaka,W,../../../en/results/baseball-softball/athlete-profile-n1313726-mori-sayaka.htm,JPN,BSB,Softball,Japan,Baseball/Softball
246,Gold Medal,1,2021-07-27 00:00:00.0,YAMAZAKI Saki,W,../../../en/results/baseball-softball/athlete-profile-n1313727-yamazaki-saki.htm,JPN,BSB,Softball,Japan,Baseball/Softball
247,Gold Medal,1,2021-07-27 00:00:00.0,YAMADA Eri,W,../../../en/results/baseball-softball/athlete-profile-n1313728-yamada-eri.htm,JPN,BSB,Softball,Japan,Baseball/Softball
248,Gold Medal,1,2021-07-27 00:00:00.0,MINE Yukiyo,W,../../../en/results/baseball-softball/athlete-profile-n1313729-mine-yukiyo.htm,JPN,BSB,Softball,Japan,Baseball/Softball
